monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date,service_id
0,0,1,1,0,0,0,20251119,20251120,781
0,0,1,1,0,0,0,20251203,20251204,806
0,0,1,1,0,0,1,20251109,20251127,1014
0,0,1,1,0,0,1,20251130,20251209,660
0,0,1,1,0,1,0,20251115,20251120,834
0,0,1,1,0,1,0,20251118,20251209,383
0,0,1,1,1,0,0,20251112,20251114,32
0,0,1,1,1,0,0,20251119,20251121,424
0,0,1,1,1,0,0,20251119,20251121,703
0,0,1,1,1,0,0,20251126,20251128,303
0,0,1,1,1,0,0,20251203,20251205,388
0,0,1,1,1,1,0,20251122,20251130,4
0,0,1,1,1,1,0,20251203,20251206,462
0,0,1,1,1,1,0,20251203,20251209,493
0,0,1,1,1,1,1,20251112,20251116,270
0,0,1,1,1,1,1,20251114,20251123,154
0,0,1,1,1,1,1,20251119,20251123,919
0,1,0,0,0,0,0,20251125,20251202,304
0,1,0,0,0,0,1,20251109,20251111,163
0,1,0,0,0,0,1,20251118,20251123,649
0,1,0,0,0,1,0,20251111,20251115,1010
0,1,0,0,0,1,0,20251115,20251118,780
0,1,0,0,0,1,0,20251206,20251209,970
0,1,0,0,0,1,1,20251122,20251125,111
0,1,0,0,1,0,0,20251111,20251114,754
0,1,0,0,1,0,0,20251114,20251118,597
0,1,0,0,1,0,0,20251114,20251121,929
0,1,0,0,1,0,0,20251118,20251121,90
0,1,0,0,1,0,0,20251205,20251209,560
0,1,0,0,1,0,1,20251109,20251114,64
0,1,0,0,1,0,1,20251109,20251209,783
0,1,0,0,1,0,1,20251123,20251209,577
0,1,0,0,1,1,0,20251114,20251118,555
0,1,0,0,1,1,0,20251122,20251209,367
0,1,0,0,1,1,0,20251125,20251129,904
0,1,0,0,1,1,0,20251202,20251206,353
0,1,0,0,1,1,1,20251109,20251209,847
0,1,0,1,0,0,0,20251111,20251209,336
0,1,0,1,0,0,0,20251111,20251209,956
0,1,0,1,0,0,0,20251113,20251118,126
0,1,0,1,0,0,0,20251118,20251120,582
0,1,0,1,0,0,0,20251120,20251207,791
0,1,0,1,0,0,0,20251125,20251209,759
0,1,0,1,0,0,0,20251202,20251204,526
0,1,0,1,1,0,0,20251111,20251114,712
0,1,0,1,1,0,0,20251113,20251118,803
0,1,0,1,1,0,0,20251125,20251209,63
0,1,0,1,1,1,1,20251113,20251118,290
0,1,1,0,0,0,0,20251110,20251121,556
0,1,1,0,0,0,0,20251111,20251112,419
0,1,1,0,0,0,0,20251111,20251112,491
0,1,1,0,0,0,0,20251112,20251118,135
0,1,1,0,0,0,0,20251118,20251119,897
0,1,1,0,0,0,0,20251125,20251126,106
0,1,1,0,0,0,0,20251125,20251209,917
0,1,1,0,0,0,0,20251202,20251203,87
0,1,1,0,0,0,1,20251109,20251112,668
0,1,1,0,0,0,1,20251116,20251119,925
0,1,1,0,1,0,0,20251202,20251205,223
0,1,1,0,1,1,0,20251202,20251206,583
0,1,1,0,1,1,1,20251114,20251119,800
0,1,1,0,1,1,1,20251123,20251209,427
0,1,1,1,0,0,0,20251110,20251119,190
0,1,1,1,0,0,0,20251111,20251113,275
0,1,1,1,0,0,0,20251111,20251113,669
0,1,1,1,0,0,0,20251118,20251120,1005
0,1,1,1,0,0,0,20251125,20251127,823
0,1,1,1,0,0,0,20251125,20251127,898
0,1,1,1,0,0,0,20251125,20251204,997
0,1,1,1,0,0,0,20251202,20251204,860
0,1,1,1,0,0,0,20251202,20251208,446
0,1,1,1,0,0,1,20251109,20251113,581
0,1,1,1,0,0,1,20251109,20251209,149
0,1,1,1,0,0,1,20251111,20251116,952
0,1,1,1,0,1,0,20251111,20251115,253
0,1,1,1,0,1,0,20251118,20251122,69
0,1,1,1,0,1,0,20251125,20251204,262
0,1,1,1,1,0,0,20251110,20251121,924
0,1,1,1,1,0,0,20251111,20251114,231
0,1,1,1,1,0,0,20251111,20251209,640
0,1,1,1,1,0,0,20251111,20251209,94
0,1,1,1,1,0,0,20251118,20251121,463
0,1,1,1,1,0,0,20251118,20251121,615
0,1,1,1,1,0,0,20251118,20251128,750
0,1,1,1,1,0,0,20251125,20251128,499
0,1,1,1,1,0,0,20251125,20251128,801
0,1,1,1,1,0,0,20251125,20251209,440
0,1,1,1,1,0,0,20251125,20251209,996
0,1,1,1,1,0,0,20251201,20251209,239
0,1,1,1,1,0,0,20251201,20251209,382
0,1,1,1,1,0,0,20251201,20251209,384
0,1,1,1,1,0,0,20251202,20251205,506
0,1,1,1,1,0,0,20251202,20251209,570
0,1,1,1,1,0,1,20251202,20251207,548
0,1,1,1,1,1,0,20251111,20251115,34
0,1,1,1,1,1,0,20251111,20251121,369
0,1,1,1,1,1,0,20251114,20251209,889
0,1,1,1,1,1,0,20251119,20251127,331
0,1,1,1,1,1,0,20251122,20251209,745
0,1,1,1,1,1,0,20251202,20251209,814
0,1,1,1,1,1,1,20251109,20251116,610
0,1,1,1,1,1,1,20251109,20251209,128
0,1,1,1,1,1,1,20251115,20251121,220
0,1,1,1,1,1,1,20251115,20251123,605
0,1,1,1,1,1,1,20251118,20251123,5
0,1,1,1,1,1,1,20251128,20251206,746
0,1,1,1,1,1,1,20251202,20251207,755
1,0,0,0,0,0,0,20251110,20251208,314
1,0,0,0,0,0,0,20251110,20251208,769
1,0,0,0,0,0,0,20251110,20251208,775
1,0,0,0,0,0,0,20251117,20251208,57
1,0,0,0,0,0,0,20251124,20251208,119
1,0,0,0,0,0,0,20251124,20251208,55
1,0,0,0,0,0,0,20251201,20251208,146
1,0,0,0,0,0,0,20251201,20251208,785
1,0,0,0,0,0,1,20251109,20251110,436
1,0,0,0,0,0,1,20251109,20251110,976
1,0,0,0,0,0,1,20251109,20251117,880
1,0,0,0,0,0,1,20251110,20251116,602
1,0,0,0,0,0,1,20251116,20251117,205
1,0,0,0,0,0,1,20251117,20251124,940
1,0,0,0,0,0,1,20251123,20251124,395
1,0,0,0,0,1,0,20251110,20251115,244
1,0,0,0,0,1,0,20251122,20251124,681
1,0,0,0,0,1,1,20251115,20251117,914
1,0,0,0,0,1,1,20251116,20251123,932
1,0,0,0,0,1,1,20251122,20251209,175
1,0,0,0,0,1,1,20251129,20251201,484
1,0,0,0,1,0,0,20251114,20251117,993
1,0,0,0,1,0,0,20251121,20251209,908
1,0,0,0,1,0,0,20251124,20251128,862
1,0,0,0,1,0,0,20251124,20251205,93
1,0,0,0,1,0,0,20251124,20251207,718
1,0,0,0,1,0,0,20251125,20251205,632
1,0,0,0,1,0,0,20251128,20251130,843
1,0,0,0,1,0,0,20251201,20251205,245
1,0,0,0,1,0,1,20251109,20251114,651
1,0,0,0,1,0,1,20251110,20251116,155
1,0,0,0,1,0,1,20251116,20251121,136
1,0,0,0,1,0,1,20251116,20251121,557
1,0,0,0,1,0,1,20251117,20251123,452
1,0,0,0,1,0,1,20251124,20251208,251
1,0,0,0,1,1,1,20251114,20251117,994
1,0,0,0,1,1,1,20251114,20251121,78
1,0,0,0,1,1,1,20251127,20251209,979
1,0,0,1,0,0,0,20251111,20251119,455
1,0,0,1,0,0,0,20251113,20251117,518
1,0,0,1,0,0,0,20251117,20251120,639
1,0,0,1,0,0,1,20251113,20251117,357
1,0,0,1,1,0,0,20251112,20251128,1017
1,0,0,1,1,0,0,20251113,20251117,633
1,0,0,1,1,0,0,20251114,20251120,36
1,0,0,1,1,0,0,20251117,20251121,197
1,0,0,1,1,0,1,20251123,20251209,853
1,0,0,1,1,1,0,20251114,20251120,588
1,0,0,1,1,1,1,20251124,20251208,887
1,0,1,0,0,0,0,20251109,20251117,760
1,0,1,0,0,0,0,20251110,20251112,420
1,0,1,0,0,0,0,20251117,20251119,137
1,0,1,0,0,0,0,20251119,20251127,437
1,0,1,0,0,0,0,20251124,20251126,45
1,0,1,0,0,0,0,20251201,20251203,302
1,0,1,0,0,0,1,20251116,20251123,662
1,0,1,1,0,0,0,20251110,20251113,1
1,0,1,1,0,0,0,20251117,20251120,959
1,0,1,1,0,0,0,20251118,20251127,497
1,0,1,1,0,0,0,20251201,20251209,603
1,0,1,1,0,0,1,20251124,20251208,698
1,0,1,1,0,1,0,20251124,20251208,543
1,0,1,1,0,1,1,20251109,20251209,453
1,0,1,1,0,1,1,20251111,20251121,844
1,0,1,1,1,0,0,20251110,20251114,833
1,0,1,1,1,0,0,20251124,20251201,26
1,0,1,1,1,0,1,20251109,20251128,131
1,0,1,1,1,0,1,20251116,20251208,186
1,0,1,1,1,1,0,20251110,20251115,481
1,0,1,1,1,1,0,20251124,20251206,935
1,0,1,1,1,1,1,20251115,20251123,625
1,0,1,1,1,1,1,20251116,20251123,682
1,0,1,1,1,1,1,20251124,20251207,193
1,0,1,1,1,1,1,20251124,20251209,187
1,1,0,0,0,0,0,20251110,20251111,589
1,1,0,0,0,0,0,20251110,20251111,744
1,1,0,0,0,0,0,20251117,20251118,233
1,1,0,0,0,0,0,20251121,20251209,109
1,1,0,0,0,0,0,20251124,20251125,607
1,1,0,0,0,0,0,20251201,20251202,870
1,1,0,0,0,0,0,20251208,20251209,341
1,1,0,0,0,0,0,20251208,20251209,428
1,1,0,0,0,0,0,20251208,20251209,804
1,1,0,0,0,0,0,20251208,20251209,941
1,1,0,0,0,0,1,20251109,20251111,200
1,1,0,0,0,0,1,20251116,20251118,846
1,1,0,0,0,0,1,20251116,20251124,634
1,1,0,0,0,0,1,20251121,20251203,628
1,1,0,0,0,0,1,20251123,20251209,685
1,1,0,0,0,0,1,20251207,20251209,937
1,1,0,0,0,0,1,20251208,20251209,707
1,1,0,0,0,1,1,20251115,20251118,692
1,1,0,0,0,1,1,20251116,20251123,37
1,1,0,0,0,1,1,20251124,20251207,216
1,1,0,0,0,1,1,20251124,20251209,208
1,1,0,0,0,1,1,20251125,20251209,618
1,1,0,0,0,1,1,20251130,20251209,732
1,1,0,0,1,0,0,20251114,20251118,677
1,1,0,0,1,0,0,20251121,20251125,309
1,1,0,0,1,0,0,20251124,20251128,667
1,1,0,0,1,0,0,20251124,20251209,243
1,1,0,0,1,0,0,20251205,20251209,311
1,1,0,0,1,0,1,20251109,20251209,68
1,1,0,0,1,1,0,20251114,20251118,514
1,1,0,0,1,1,1,20251114,20251122,7
1,1,0,0,1,1,1,20251123,20251205,850
1,1,0,0,1,1,1,20251205,20251209,152
1,1,0,1,0,0,0,20251113,20251118,776
1,1,0,1,0,0,1,20251125,20251209,322
1,1,0,1,0,1,1,20251123,20251207,541
1,1,0,1,0,1,1,20251124,20251208,599
1,1,0,1,1,0,0,20251111,20251121,192
1,1,0,1,1,0,0,20251113,20251118,401
1,1,0,1,1,0,0,20251124,20251128,479
1,1,0,1,1,0,0,20251201,20251205,567
1,1,0,1,1,0,0,20251201,20251209,429
1,1,0,1,1,0,1,20251109,20251209,554
1,1,0,1,1,0,1,20251113,20251118,281
1,1,0,1,1,0,1,20251113,20251123,70
1,1,0,1,1,0,1,20251123,20251209,777
1,1,0,1,1,0,1,20251124,20251209,162
1,1,0,1,1,0,1,20251201,20251209,829
1,1,0,1,1,1,0,20251113,20251118,411
1,1,0,1,1,1,0,20251127,20251209,520
1,1,0,1,1,1,1,20251113,20251118,504
1,1,0,1,1,1,1,20251121,20251208,121
1,1,0,1,1,1,1,20251123,20251209,757
1,1,0,1,1,1,1,20251125,20251207,535
1,1,0,1,1,1,1,20251125,20251209,878
1,1,0,1,1,1,1,20251130,20251209,20
1,1,0,1,1,1,1,20251204,20251209,232
1,1,1,0,0,0,0,20251110,20251112,120
1,1,1,0,0,0,0,20251110,20251112,338
1,1,1,0,0,0,0,20251110,20251112,563
1,1,1,0,0,0,0,20251110,20251112,636
1,1,1,0,0,0,0,20251110,20251112,725
1,1,1,0,0,0,0,20251110,20251112,875
1,1,1,0,0,0,0,20251110,20251116,199
1,1,1,0,0,0,0,20251110,20251209,219
1,1,1,0,0,0,0,20251117,20251119,132
1,1,1,0,0,0,0,20251117,20251119,267
1,1,1,0,0,0,0,20251118,20251128,371
1,1,1,0,0,0,0,20251124,20251126,871
1,1,1,0,0,0,0,20251124,20251209,739
1,1,1,0,0,0,0,20251201,20251203,502
1,1,1,0,0,0,0,20251201,20251209,30
1,1,1,0,0,0,1,20251109,20251112,174
1,1,1,0,0,0,1,20251109,20251112,227
1,1,1,0,0,0,1,20251109,20251112,612
1,1,1,0,0,0,1,20251109,20251126,13
1,1,1,0,0,0,1,20251110,20251119,808
1,1,1,0,0,0,1,20251116,20251119,62
1,1,1,0,0,0,1,20251116,20251123,236
1,1,1,0,0,0,1,20251124,20251203,658
1,1,1,0,0,0,1,20251130,20251203,529
1,1,1,0,0,0,1,20251201,20251207,79
1,1,1,0,0,1,0,20251129,20251203,29
1,1,1,0,0,1,1,20251109,20251209,716
1,1,1,0,0,1,1,20251117,20251123,28
1,1,1,0,0,1,1,20251129,20251203,863
1,1,1,0,0,1,1,20251201,20251209,951
1,1,1,0,1,0,0,20251114,20251122,644
1,1,1,0,1,0,0,20251124,20251209,14
1,1,1,0,1,0,0,20251124,20251209,345
1,1,1,0,1,0,0,20251201,20251208,378
1,1,1,0,1,0,1,20251109,20251114,891
1,1,1,0,1,0,1,20251109,20251209,334
1,1,1,0,1,0,1,20251128,20251203,980
1,1,1,0,1,0,1,20251203,20251209,91
1,1,1,0,1,1,0,20251110,20251115,998
1,1,1,0,1,1,0,20251114,20251122,856
1,1,1,0,1,1,0,20251124,20251129,88
1,1,1,0,1,1,0,20251128,20251203,594
1,1,1,0,1,1,0,20251206,20251207,883
1,1,1,0,1,1,1,20251113,20251121,884
1,1,1,1,0,0,0,20251109,20251127,601
1,1,1,1,0,0,0,20251109,20251209,257
1,1,1,1,0,0,0,20251110,20251113,665
1,1,1,1,0,0,0,20251110,20251117,967
1,1,1,1,0,0,0,20251110,20251121,872
1,1,1,1,0,0,0,20251110,20251127,1013
1,1,1,1,0,0,0,20251110,20251127,326
1,1,1,1,0,0,0,20251110,20251127,44
1,1,1,1,0,0,0,20251110,20251127,60
1,1,1,1,0,0,0,20251110,20251209,1011
1,1,1,1,0,0,0,20251110,20251209,142
1,1,1,1,0,0,0,20251110,20251209,360
1,1,1,1,0,0,0,20251110,20251209,443
1,1,1,1,0,0,0,20251110,20251209,50
1,1,1,1,0,0,0,20251110,20251209,641
1,1,1,1,0,0,0,20251110,20251209,821
1,1,1,1,0,0,0,20251110,20251209,85
1,1,1,1,0,0,0,20251110,20251209,885
1,1,1,1,0,0,0,20251110,20251209,905
1,1,1,1,0,0,0,20251110,20251209,953
1,1,1,1,0,0,0,20251110,20251209,999
1,1,1,1,0,0,0,20251113,20251119,472
1,1,1,1,0,0,0,20251115,20251124,729
1,1,1,1,0,0,0,20251116,20251124,792
1,1,1,1,0,0,0,20251117,20251120,6
1,1,1,1,0,0,0,20251117,20251124,25
1,1,1,1,0,0,0,20251117,20251127,129
1,1,1,1,0,0,0,20251117,20251127,58
1,1,1,1,0,0,0,20251117,20251127,688
1,1,1,1,0,0,0,20251117,20251127,901
1,1,1,1,0,0,0,20251117,20251127,957
1,1,1,1,0,0,0,20251117,20251209,447
1,1,1,1,0,0,0,20251118,20251127,629
1,1,1,1,0,0,0,20251118,20251209,664
1,1,1,1,0,0,0,20251119,20251127,333
1,1,1,1,0,0,0,20251119,20251130,568
1,1,1,1,0,0,0,20251119,20251209,99
1,1,1,1,0,0,0,20251124,20251127,380
1,1,1,1,0,0,0,20251124,20251127,396
1,1,1,1,0,0,0,20251124,20251204,585
1,1,1,1,0,0,0,20251124,20251204,708
1,1,1,1,0,0,0,20251124,20251208,242
1,1,1,1,0,0,0,20251124,20251208,623
1,1,1,1,0,0,0,20251124,20251208,71
1,1,1,1,0,0,0,20251124,20251209,159
1,1,1,1,0,0,0,20251124,20251209,374
1,1,1,1,0,0,0,20251124,20251209,391
1,1,1,1,0,0,0,20251124,20251209,482
1,1,1,1,0,0,0,20251124,20251209,817
1,1,1,1,0,0,0,20251124,20251209,965
1,1,1,1,0,0,0,20251128,20251207,893
1,1,1,1,0,0,0,20251128,20251209,421
1,1,1,1,0,0,0,20251130,20251209,886
1,1,1,1,0,0,0,20251201,20251204,133
1,1,1,1,0,0,0,20251201,20251204,699
1,1,1,1,0,0,0,20251201,20251209,76
1,1,1,1,0,0,0,20251202,20251209,909
1,1,1,1,0,0,1,20251109,20251113,134
1,1,1,1,0,0,1,20251109,20251113,171
1,1,1,1,0,0,1,20251109,20251113,307
1,1,1,1,0,0,1,20251109,20251113,840
1,1,1,1,0,0,1,20251109,20251127,217
1,1,1,1,0,0,1,20251109,20251130,911
1,1,1,1,0,0,1,20251109,20251209,1012
1,1,1,1,0,0,1,20251109,20251209,259
1,1,1,1,0,0,1,20251109,20251209,488
1,1,1,1,0,0,1,20251109,20251209,569
1,1,1,1,0,0,1,20251109,20251209,592
1,1,1,1,0,0,1,20251109,20251209,613
1,1,1,1,0,0,1,20251109,20251209,67
1,1,1,1,0,0,1,20251109,20251209,943
1,1,1,1,0,0,1,20251113,20251121,966
1,1,1,1,0,0,1,20251116,20251124,143
1,1,1,1,0,0,1,20251116,20251209,80
1,1,1,1,0,0,1,20251118,20251127,291
1,1,1,1,0,0,1,20251122,20251127,857
1,1,1,1,0,0,1,20251123,20251209,973
1,1,1,1,0,0,1,20251124,20251209,344
1,1,1,1,0,0,1,20251130,20251204,342
1,1,1,1,0,0,1,20251201,20251208,841
1,1,1,1,0,0,1,20251202,20251209,505
1,1,1,1,0,1,0,20251110,20251209,490
1,1,1,1,0,1,0,20251110,20251209,894
1,1,1,1,0,1,0,20251117,20251122,469
1,1,1,1,0,1,0,20251117,20251202,645
1,1,1,1,0,1,0,20251122,20251209,278
1,1,1,1,0,1,0,20251122,20251209,439
1,1,1,1,0,1,0,20251125,20251208,211
1,1,1,1,0,1,0,20251128,20251209,444
1,1,1,1,0,1,0,20251129,20251204,480
1,1,1,1,0,1,0,20251201,20251209,705
1,1,1,1,0,1,1,20251109,20251127,183
